2023-03-10 10:04:25.998986 [INFO   ] [APP] application started
2023-03-10 10:12:07.759880 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:07.759976 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:07.759983 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:07.760049 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:07.760059 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:07.760167 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:07.760175 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:07.760226 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:07.760234 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:08.001717 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.001760 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.001770 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 4170; bid prices: 149300; bid volumes: 11000
2023-03-10 10:12:08.001778 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.001781 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.001784 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:08.242646 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.242691 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.242700 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 14170; bid prices: 149300; bid volumes: 12000
2023-03-10 10:12:08.242709 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.242712 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.242716 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:08.520034 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.520067 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.520076 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 14170; bid prices: 149300; bid volumes: 9000
2023-03-10 10:12:08.520084 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.520087 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.520091 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:08.805727 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.805761 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.805771 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 5170; bid prices: 149300; bid volumes: 10000
2023-03-10 10:12:08.805781 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.805785 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.805790 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:08.987394 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.987427 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.987434 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 13170; bid prices: 149300; bid volumes: 11000
2023-03-10 10:12:08.987443 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:08.987446 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:08.987449 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:09.219714 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.219746 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.219754 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 170; bid prices: 149400; bid volumes: 3240
2023-03-10 10:12:09.219848 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:09.219886 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.219895 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.219900 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:09.219910 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:12:09.220080 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:09.220087 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:09.220410 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:09.220417 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:09.256243 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.256272 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:12:09.256279 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 149500; ask volumes: 170; bid prices: 0; bid volumes: 0
2023-03-10 10:12:09.557018 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.557055 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.557074 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 11000; bid prices: 149300; bid volumes: 3000
2023-03-10 10:12:09.557172 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:09.557210 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.557218 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.557224 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149700; bid volumes: 10
2023-03-10 10:12:09.557234 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:12:09.557405 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:09.557416 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:09.557694 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:09.557703 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:09.809704 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.809762 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.809774 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 11850; bid prices: 149300; bid volumes: 3000
2023-03-10 10:12:09.809782 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:09.809785 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:09.809789 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:10.047889 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.047944 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.047954 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 5000; bid prices: 149200; bid volumes: 2000
2023-03-10 10:12:10.048072 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:10.048101 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.048110 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.048115 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:10.048124 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:10.048461 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:10.048468 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.048473 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.048548 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.048551 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.048597 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.048605 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.310296 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.310331 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.310340 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 3000; bid prices: 149200; bid volumes: 12000
2023-03-10 10:12:10.310346 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.310349 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.310352 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149700; ask volumes: 10; bid prices: 149500; bid volumes: 10
2023-03-10 10:12:10.561473 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.561532 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.561542 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 4000; bid prices: 149300; bid volumes: 10000
2023-03-10 10:12:10.561674 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:10.561700 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.561704 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.561707 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149700; ask volumes: 10; bid prices: 149500; bid volumes: 10
2023-03-10 10:12:10.561713 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:10.561907 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.561913 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.561944 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.561951 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.562007 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.562010 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.562226 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:10.562232 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:10.717171 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.717211 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.717220 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 15180; bid prices: 149300; bid volumes: 1000
2023-03-10 10:12:10.717242 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:10.717250 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:10.717255 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:11.032070 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.032128 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.032139 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 3000; bid prices: 149200; bid volumes: 12000
2023-03-10 10:12:11.032276 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:11.032303 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.032310 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.032314 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:11.032320 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:11.032883 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:11.032890 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.032895 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.033152 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:11.033158 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.033473 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:11.033480 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.243363 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.243409 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.243419 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 15180; bid prices: 149300; bid volumes: 9000
2023-03-10 10:12:11.243535 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:11.243565 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.243575 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.243581 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149700; ask volumes: 10; bid prices: 149500; bid volumes: 10
2023-03-10 10:12:11.243591 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:11.244285 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:11.244292 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.244297 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.245016 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:11.245023 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.245026 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:11.504470 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.504520 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.504529 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 2180; bid prices: 149300; bid volumes: 14860
2023-03-10 10:12:11.504536 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.504539 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.504543 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:11.808776 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.808817 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.808827 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 12180; bid prices: 149300; bid volumes: 12000
2023-03-10 10:12:11.808836 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:11.808839 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:11.808843 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:12.056256 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.056290 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.056299 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 17180; bid prices: 149300; bid volumes: 2000
2023-03-10 10:12:12.056307 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.056311 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.056315 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:12.255970 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.256009 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.256018 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149500; ask volumes: 2180; bid prices: 149400; bid volumes: 4000
2023-03-10 10:12:12.256105 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:12.256126 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.256130 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.256136 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149600; bid volumes: 10
2023-03-10 10:12:12.256144 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:12:12.256507 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.256514 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.256539 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.256543 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.537674 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.537715 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.537725 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 5000; bid prices: 149200; bid volumes: 11000
2023-03-10 10:12:12.537829 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:12.537854 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.537858 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.537861 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149800; ask volumes: 10; bid prices: 149700; bid volumes: 10
2023-03-10 10:12:12.537868 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:12.538452 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.538459 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.538752 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.538758 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.538804 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:12.538807 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.538810 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.620222 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:12:12.620256 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:12:12.620264 [INFO   ] [AUTO] order 2798 filled for 10 lots at $149500 cents
2023-03-10 10:12:12.620342 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:12:12.620353 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.620356 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.620408 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.620413 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:12:12.620417 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 149500; bid volumes: 10
2023-03-10 10:12:12.620725 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:12:12.620730 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:12:12.620733 [INFO   ] [AUTO] hedge order 2799 filled for 10 lots at $149100 average price in cents
2023-03-10 10:12:12.747706 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.747724 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.747731 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 4000; bid prices: 149200; bid volumes: 13880
2023-03-10 10:12:12.747794 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:12.747823 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:12.747829 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:12.747833 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149700; ask volumes: 10; bid prices: 149100; bid volumes: 182
2023-03-10 10:12:12.747839 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:12:12.748338 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:12:12.748345 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.748348 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:12.748494 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:12.748503 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:13.028218 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.028264 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.028274 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 6000; bid prices: 149200; bid volumes: 3000
2023-03-10 10:12:13.028282 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.028285 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.028289 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149600; ask volumes: 10; bid prices: 149400; bid volumes: 10
2023-03-10 10:12:13.294757 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.294792 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.294800 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 2000; bid prices: 149200; bid volumes: 14870
2023-03-10 10:12:13.294806 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.294810 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.294814 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149600; ask volumes: 10; bid prices: 149400; bid volumes: 10
2023-03-10 10:12:13.511905 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.511946 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.511954 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149400; ask volumes: 2000; bid prices: 149200; bid volumes: 13870
2023-03-10 10:12:13.511966 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.511969 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.511972 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149600; ask volumes: 10; bid prices: 149400; bid volumes: 10
2023-03-10 10:12:13.559659 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.559670 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:12:13.559675 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 149200; bid volumes: 1000
2023-03-10 10:12:13.623050 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-10 10:12:13.623077 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:12:13.623087 [INFO   ] [AUTO] order 2801 filled for 10 lots at $149400 cents
2023-03-10 10:12:13.623150 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:13.623177 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:12:13.623453 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.623464 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:12:13.623469 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 149400; bid volumes: 10
2023-03-10 10:12:13.624021 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:12:13.624029 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:12:13.624032 [INFO   ] [AUTO] hedge order 2802 filled for 10 lots at $149100 average price in cents
2023-03-10 10:12:13.738684 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.738723 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.738733 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149200; ask volumes: 1780; bid prices: 149100; bid volumes: 4330
2023-03-10 10:12:13.738816 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:13.738836 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.738839 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:13.738843 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149600; ask volumes: 10; bid prices: 149100; bid volumes: 147
2023-03-10 10:12:13.738849 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:12:13.739124 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:13.739130 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:13.739181 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:13.739185 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:13.739221 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:13.739227 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:12:13.972680 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:13.972726 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:12:13.972734 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 149100; bid volumes: 2000
2023-03-10 10:12:14.060963 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:14.060989 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:14.060997 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149000; ask volumes: 11780; bid prices: 148800; bid volumes: 4350
2023-03-10 10:12:14.061109 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:12:14.061130 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:12:14.061136 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:12:14.061140 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 149300; ask volumes: 10; bid prices: 149200; bid volumes: 10
2023-03-10 10:12:14.061146 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:12:14.061337 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:12:14.061343 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
